text,true_emotion,pred_emotion,true_sub_emotion,pred_sub_emotion,true_intensity,pred_intensity,emotion_correct,sub_emotion_correct,intensity_correct,all_correct
was very arduous.,anger,anger,annoyance,disgust,mild,moderate,True,False,False,False
I just want to shake you right now,anger,happiness,annoyance,disapproval,moderate,moderate,False,False,True,False
because I don't think you know how good you are.,happiness,disgust,admiration,disgust,moderate,mild,False,False,False,False
The biggest,neutral,neutral,neutral,pride,mild,mild,True,False,True,False
critic is yourself.,surprise,disgust,realization,disgust,mild,mild,False,False,True,False
That's the only thing,neutral,neutral,neutral,pride,mild,mild,True,False,True,False
standing in your way.,surprise,anger,realization,disgust,mild,moderate,False,False,False,False
"Thank you,",happiness,happiness,gratitude,disgust,mild,mild,True,False,True,False
Leila.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
I love your face. I can imagine,happiness,happiness,admiration,disgust,moderate,mild,True,False,False,False
doing lots and lots of beauty commercials,happiness,happiness,optimism,confusion,moderate,mild,True,False,False,False
with you but I hate that,disgust,anger,disapproval,disgust,moderate,strong,False,False,False,False
photo. It looks like as if,disgust,happiness,disapproval,pride,moderate,mild,False,False,False,False
"you see like an ex-boyfriend and you're going,",happiness,surprise,amusement,pride,mild,mild,False,False,True,False
I would have to disagree.,disgust,disgust,disapproval,disgust,mild,mild,True,False,True,False
I love this photo.,happiness,happiness,admiration,confusion,moderate,moderate,True,False,True,False
Beautiful face.,happiness,happiness,admiration,annoyance,moderate,mild,True,False,False,False
She looks long so,neutral,neutral,neutral,confusion,mild,mild,True,False,True,False
"for me, I like it.",happiness,happiness,approval,desire,mild,mild,True,False,True,False
Zamita.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
The duck face,happiness,happiness,amusement,confusion,mild,mild,True,False,True,False
was there from the very first frame.,neutral,neutral,neutral,pride,mild,mild,True,False,True,False
I feel you have so much,happiness,happiness,admiration,disgust,moderate,mild,True,False,False,False
potential. I see you as,happiness,happiness,admiration,remorse,moderate,mild,True,False,False,False
"the quirky, awkward,",happiness,happiness,amusement,confusion,mild,mild,True,False,True,False
weird model but that,happiness,happiness,amusement,confusion,mild,mild,True,False,True,False
could work for you.,happiness,happiness,optimism,desire,moderate,mild,True,False,False,False
But you definitely need to be aware.,happiness,neutral,caring,disapproval,mild,mild,False,False,True,False
Chicken.,neutral,neutral,neutral,pride,mild,mild,True,False,True,False
"When I first saw you,",happiness,surprise,curiosity,pride,mild,mild,False,False,True,False
you stood out to me.,happiness,happiness,admiration,confusion,mild,mild,True,False,True,False
And then your catwalk was amazing,happiness,happiness,admiration,disgust,moderate,mild,True,False,False,False
and so I had crazy,neutral,surprise,neutral,confusion,mild,moderate,False,False,False,False
it was really disappointing.,sadness,sadness,disappointment,disgust,strong,moderate,True,False,False,False
Your hands were really out of control.,disgust,disgust,disapproval,disgust,moderate,moderate,True,False,True,False
It's hard to get a good,neutral,neutral,neutral,pride,mild,mild,True,False,True,False
shot of your face. I knew I could have done,neutral,neutral,neutral,disgust,mild,mild,True,False,True,False
better. I knew I could have,neutral,sadness,neutral,pride,mild,mild,False,False,True,False
jumped better.,neutral,happiness,neutral,desire,mild,mild,False,False,True,False
You cannot make one little,disgust,disgust,disapproval,disgust,moderate,mild,True,False,False,False
mistake make you crash,disgust,disgust,disapproval,disgust,moderate,moderate,True,False,True,False
down to the very bottom on the first,disgust,neutral,disapproval,disapproval,moderate,mild,False,True,False,False
week. Okay?,neutral,neutral,neutral,desire,mild,mild,True,False,True,False
Two.,neutral,neutral,neutral,pride,mild,mild,True,False,True,False
I want to say apologize,sadness,sadness,remorse,disgust,mild,mild,True,False,True,False
about the shoot yesterday.,sadness,neutral,remorse,pride,mild,mild,False,False,True,False
"Ready. One, two, three, go.",neutral,neutral,neutral,disapproval,mild,mild,True,False,True,False
I really,fear,happiness,nervousness,desire,mild,mild,False,False,True,False
nervous so I want,fear,fear,nervousness,surprise,mild,moderate,True,False,False,False
to say sorry for that.,sadness,sadness,remorse,disgust,mild,mild,True,False,True,False
I forgive you.,neutral,sadness,neutral,disgust,mild,mild,False,False,True,False
"Look, there is a language",neutral,neutral,neutral,pride,mild,mild,True,False,True,False
barrier here. I can accept that your,neutral,neutral,neutral,remorse,mild,mild,True,False,True,False
intentions were good.,neutral,happiness,neutral,desire,mild,mild,False,False,True,False
Do you know what resting,happiness,happiness,curiosity,pride,mild,mild,True,False,True,False
bitch face is?,happiness,happiness,curiosity,confusion,mild,mild,True,False,True,False
On that day,neutral,neutral,neutral,pride,mild,mild,True,False,True,False
"itself, when you came on set, it was",neutral,neutral,neutral,pride,mild,mild,True,False,True,False
the most amazing resting bitch face,happiness,happiness,amusement,disgust,moderate,mild,True,False,False,False
I've ever seen. And that translated,happiness,surprise,amusement,confusion,moderate,mild,False,False,False,False
amazingly well into this photograph.,happiness,happiness,admiration,confusion,moderate,moderate,True,False,True,False
"Valerie,",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
you say that,neutral,neutral,neutral,pride,mild,mild,True,False,True,False
"you're better at photo shoots, right?",happiness,happiness,curiosity,pride,mild,mild,True,False,True,False
Yes. More than your catwalk.,neutral,happiness,neutral,confusion,mild,mild,False,False,True,False
Yes. You did pretty,happiness,happiness,approval,disgust,mild,mild,True,False,True,False
"good on your catwalk, so you've got to nail",happiness,happiness,approval,remorse,mild,mild,True,False,True,False
this. I hope so.,happiness,happiness,optimism,remorse,mild,mild,True,False,True,False
"Okay, well let's see if you did.",neutral,happiness,neutral,desire,mild,mild,False,False,True,False
Yes.,neutral,neutral,neutral,remorse,mild,mild,True,False,True,False
Wow,surprise,surprise,surprise,confusion,moderate,mild,True,False,False,False
"Yes, wait Farrah you can see",neutral,neutral,neutral,pride,mild,mild,True,False,True,False
"Okay, so I'm about to bring you down from that high horse you are standing on because you are the most challenging to work with",disgust,happiness,disapproval,annoyance,strong,mild,False,False,False,False
"Oh, no",neutral,sadness,neutral,confusion,mild,mild,False,False,True,False
I was giving you direction after direction and Joel had to actually come in and physically move your head,anger,anger,annoyance,confusion,moderate,moderate,True,False,True,False
"And for our last girl Veronica, all I have to say is Valerie you take a look at that",neutral,neutral,neutral,disapproval,mild,mild,True,False,True,False
You kicked your sister's ass in this shit,happiness,anger,pride,disgust,strong,strong,False,False,True,False
This is one of my favorite shots. I'm looking at your face. You're working the outfit. You're playing with it,happiness,happiness,admiration,confusion,strong,mild,True,False,False,False
It was a joy to watch you work. You nailed it for me. This is a whole,happiness,happiness,admiration,confusion,moderate,moderate,True,False,True,False
"New blank slate for both of you, whatever expectations you've had wipe that all clean and start proving yourself",happiness,happiness,optimism,remorse,moderate,moderate,True,False,True,False
"Again, so thank you, Veronica. Thank you. Thank you guys",happiness,happiness,gratitude,disgust,strong,mild,True,False,False,False
"All right, ladies, it's now time for the judges to deliberate and when you come back I'll be announcing who stays and",neutral,neutral,neutral,remorse,mild,mild,True,False,True,False
Who'll be going home?,fear,happiness,nervousness,pride,moderate,mild,False,False,False,False
You,neutral,neutral,neutral,pride,mild,mild,True,False,True,False
14 beautiful girls stand before me,neutral,happiness,neutral,confusion,mild,mild,False,False,True,False
But I only have 13 photos in my hands,sadness,sadness,disappointment,remorse,mild,mild,True,False,True,False
These photos represent the girls who are still in the running towards becoming Asia's Next Top Model,happiness,happiness,excitement,pride,moderate,moderate,True,False,True,False
Clara,neutral,neutral,neutral,pride,mild,mild,True,False,True,False
"Congratulations, Clara. Why are you crying?",surprise,happiness,surprise,disgust,mild,mild,False,False,True,False
I'm looking for a supermodel. No more spoiled princess from here on out. Do you hear me?,disgust,happiness,disapproval,disapproval,moderate,moderate,False,True,True,False
"Congratulations, you're still in the running towards becoming Asia's Next Top Model",happiness,happiness,approval,remorse,moderate,moderate,True,False,True,False
Valerie,neutral,neutral,neutral,pride,mild,mild,True,False,True,False
"Yes, you",neutral,neutral,neutral,pride,mild,mild,True,False,True,False
It turns out you're the twin to beat this week interesting congratulations,happiness,happiness,admiration,confusion,moderate,mild,True,False,False,False
Maureen,neutral,neutral,neutral,pride,mild,mild,True,False,True,False
Congratulations,happiness,happiness,approval,desire,mild,mild,True,False,True,False
Veronica,neutral,neutral,neutral,pride,mild,mild,True,False,True,False
Congratulations go join your sis,happiness,happiness,joy,remorse,mild,mild,True,False,True,False
Chicken,neutral,neutral,neutral,pride,mild,mild,True,False,True,False
Your biggest challenge is going to be yourself. Thank you Heidi. Congratulation,happiness,happiness,caring,disgust,mild,mild,True,False,True,False
Dorothy,neutral,neutral,neutral,pride,mild,mild,True,False,True,False
To,neutral,neutral,neutral,disapproval,mild,mild,True,False,True,False
Smile,neutral,happiness,neutral,confusion,mild,mild,False,False,True,False
"Congratulations, you're still in the running towards becoming Asia's Next Top Model, Jenica",happiness,happiness,approval,remorse,moderate,moderate,True,False,True,False
Who's that I like that sass congratulations,happiness,happiness,amusement,pride,mild,mild,True,False,True,False
Cindy I need a little bit more emotion from you. Thank you so much,sadness,happiness,disappointment,confusion,mild,mild,False,False,True,False
Alicia,neutral,neutral,neutral,pride,mild,mild,True,False,True,False
Alicia I look at you and I see strength confidence and fears. You need to soften that find that balance,happiness,happiness,admiration,remorse,moderate,moderate,True,False,True,False
Layla,neutral,neutral,neutral,pride,mild,mild,True,False,True,False
You had a tough time this week,neutral,neutral,neutral,pride,mild,mild,True,False,True,False
I just want to apologize for not being professional and the emotion is really overwhelming for me,fear,fear,embarrassment,disapproval,strong,strong,True,False,True,False
But you're still here,happiness,anger,relief,disapproval,mild,mild,False,False,True,False
And you're gonna fight because girl you're still in the running towards becoming Asia's Next Top Model,happiness,happiness,optimism,remorse,moderate,moderate,True,False,True,False
Must immediately return to the house,neutral,neutral,neutral,disapproval,mild,mild,True,False,True,False
Pack your bags and leave,sadness,neutral,sadness,disapproval,moderate,mild,False,False,False,False
Angelica,neutral,neutral,neutral,pride,mild,mild,True,False,True,False
It was a struggle to get a good photo out of you and the best photo that we did was still not on,sadness,sadness,disappointment,pride,moderate,moderate,True,False,True,False
Par with what we're looking for at this point,disgust,happiness,disapproval,pride,mild,mild,False,False,True,False
So who stays and who's gonna be going home?,happiness,happiness,curiosity,pride,moderate,mild,True,False,False,False
It's time to find out,happiness,happiness,curiosity,pride,moderate,mild,True,False,False,False
Oh,surprise,surprise,surprise,confusion,mild,mild,True,False,True,False
I'm really disappointed myself because I wanted to do this for my mom. I,sadness,sadness,disappointment,joy,strong,moderate,True,False,False,False
Really wanted to be the first Filipina to win this,happiness,happiness,desire,confusion,strong,moderate,True,False,False,False
Maybe I stayed in my comfort zone too much because I was thinking that it's just the beginning of the competition,surprise,neutral,realization,pride,mild,mild,False,False,True,False
Maybe I should have like just shown it at first. My life motto is never give up,happiness,happiness,optimism,remorse,moderate,mild,True,False,False,False
"So even though I'm the first girl to get eliminated, I",sadness,sadness,disappointment,confusion,moderate,moderate,True,False,True,False
Won't give up. I'll stand up after this,happiness,happiness,optimism,remorse,strong,moderate,True,False,False,False
Next time on Asia's Next Top Model,neutral,happiness,neutral,remorse,mild,mild,False,False,True,False
"Yes, we're gossiping. She's beautiful, but she's fake. It cost zero dollar to be real",disgust,anger,disapproval,disgust,moderate,moderate,False,False,True,False
