text,true_emotion,pred_emotion,true_sub_emotion,pred_sub_emotion,true_intensity,pred_intensity,emotion_correct,sub_emotion_correct,intensity_correct,all_correct
doing lots and lots of beauty commercials,happiness,fear,optimism,neutral,moderate,mild,False,False,False,False
with you but I hate that,disgust,fear,disapproval,neutral,moderate,mild,False,False,False,False
photo. It looks like as if,disgust,happiness,disapproval,neutral,moderate,mild,False,False,False,False
"you see like an ex-boyfriend and you're going,",happiness,happiness,amusement,neutral,mild,mild,True,False,True,False
I would have to disagree.,disgust,fear,disapproval,neutral,mild,mild,False,False,True,False
I love this photo.,happiness,happiness,admiration,neutral,moderate,mild,True,False,False,False
Beautiful face.,happiness,happiness,admiration,neutral,moderate,mild,True,False,False,False
She looks long so,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"for me, I like it.",happiness,fear,approval,neutral,mild,mild,False,False,True,False
Zamita.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
The duck face,happiness,fear,amusement,neutral,mild,mild,False,False,True,False
was there from the very first frame.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
I feel you have so much,happiness,fear,admiration,neutral,moderate,mild,False,False,False,False
potential. I see you as,happiness,happiness,admiration,neutral,moderate,mild,True,False,False,False
"the quirky, awkward,",happiness,fear,amusement,neutral,mild,mild,False,False,True,False
weird model but that,happiness,happiness,amusement,neutral,mild,mild,True,False,True,False
could work for you.,happiness,fear,optimism,neutral,moderate,mild,False,False,False,False
But you definitely need to be aware.,happiness,happiness,caring,neutral,mild,mild,True,False,True,False
Chicken.,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
"When I first saw you,",happiness,fear,curiosity,neutral,mild,mild,False,False,True,False
you stood out to me.,happiness,fear,admiration,neutral,mild,mild,False,False,True,False
And then your catwalk was amazing,happiness,fear,admiration,neutral,moderate,mild,False,False,False,False
and so I had crazy,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
it was really disappointing.,sadness,fear,disappointment,neutral,strong,mild,False,False,False,False
Your hands were really out of control.,disgust,fear,disapproval,neutral,moderate,mild,False,False,False,False
It's hard to get a good,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
shot of your face. I knew I could have done,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
better. I knew I could have,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
jumped better.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
You cannot make one little,disgust,fear,disapproval,neutral,moderate,mild,False,False,False,False
mistake make you crash,disgust,happiness,disapproval,neutral,moderate,mild,False,False,False,False
down to the very bottom on the first,disgust,fear,disapproval,neutral,moderate,mild,False,False,False,False
week. Okay?,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
Two.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
I want to say apologize,sadness,fear,remorse,neutral,mild,mild,False,False,True,False
about the shoot yesterday.,sadness,fear,remorse,neutral,mild,mild,False,False,True,False
"Ready. One, two, three, go.",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
I really,fear,fear,nervousness,neutral,mild,mild,True,False,True,False
nervous so I want,fear,fear,nervousness,neutral,mild,mild,True,False,True,False
to say sorry for that.,sadness,fear,remorse,neutral,mild,mild,False,False,True,False
I forgive you.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"Look, there is a language",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
barrier here. I can accept that your,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
intentions were good.,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
Do you know what resting,happiness,fear,curiosity,neutral,mild,mild,False,False,True,False
bitch face is?,happiness,fear,curiosity,neutral,mild,mild,False,False,True,False
On that day,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"itself, when you came on set, it was",neutral,fear,neutral,neutral,mild,mild,False,True,True,False
the most amazing resting bitch face,happiness,fear,amusement,neutral,moderate,mild,False,False,False,False
I've ever seen. And that translated,happiness,fear,amusement,neutral,moderate,mild,False,False,False,False
amazingly well into this photograph.,happiness,fear,admiration,neutral,moderate,mild,False,False,False,False
"Valerie,",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
you say that,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"you're better at photo shoots, right?",happiness,fear,curiosity,neutral,mild,mild,False,False,True,False
Yes. More than your catwalk.,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
Yes. You did pretty,happiness,happiness,approval,neutral,mild,mild,True,False,True,False
"good on your catwalk, so you've got to nail",happiness,happiness,approval,neutral,mild,mild,True,False,True,False
this. I hope so.,happiness,happiness,optimism,neutral,mild,mild,True,False,True,False
"Okay, well let's see if you did.",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
Yes.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Wow,surprise,neutral,surprise,neutral,moderate,mild,False,False,False,False
"Yes, wait Farrah you can see",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
"Okay, so I'm about to bring you down from that high horse you are standing on because you are the most challenging to work with",disgust,happiness,disapproval,neutral,strong,mild,False,False,False,False
"Oh, no",neutral,fear,neutral,neutral,mild,mild,False,True,True,False
I was giving you direction after direction and Joel had to actually come in and physically move your head,anger,happiness,annoyance,neutral,moderate,mild,False,False,False,False
"And for our last girl Veronica, all I have to say is Valerie you take a look at that",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
You kicked your sister's ass in this shit,happiness,happiness,pride,neutral,strong,mild,True,False,False,False
This is one of my favorite shots. I'm looking at your face. You're working the outfit. You're playing with it,happiness,happiness,admiration,neutral,strong,mild,True,False,False,False
It was a joy to watch you work. You nailed it for me. This is a whole,happiness,happiness,admiration,neutral,moderate,mild,True,False,False,False
"New blank slate for both of you, whatever expectations you've had wipe that all clean and start proving yourself",happiness,happiness,optimism,neutral,moderate,mild,True,False,False,False
"Again, so thank you, Veronica. Thank you. Thank you guys",happiness,happiness,gratitude,neutral,strong,mild,True,False,False,False
"All right, ladies, it's now time for the judges to deliberate and when you come back I'll be announcing who stays and",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
Who'll be going home?,fear,fear,nervousness,neutral,moderate,mild,True,False,False,False
You,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
14 beautiful girls stand before me,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
But I only have 13 photos in my hands,sadness,happiness,disappointment,neutral,mild,mild,False,False,True,False
These photos represent the girls who are still in the running towards becoming Asia's Next Top Model,happiness,happiness,excitement,neutral,moderate,mild,True,False,False,False
Clara,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Congratulations, Clara. Why are you crying?",surprise,happiness,surprise,neutral,mild,mild,False,False,True,False
I'm looking for a supermodel. No more spoiled princess from here on out. Do you hear me?,disgust,happiness,disapproval,neutral,moderate,mild,False,False,False,False
"Congratulations, you're still in the running towards becoming Asia's Next Top Model",happiness,happiness,approval,neutral,moderate,mild,True,False,False,False
Valerie,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Yes, you",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
It turns out you're the twin to beat this week interesting congratulations,happiness,happiness,admiration,neutral,moderate,mild,True,False,False,False
Maureen,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Congratulations,happiness,neutral,approval,neutral,mild,mild,False,False,True,False
Veronica,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Congratulations go join your sis,happiness,happiness,joy,neutral,mild,mild,True,False,True,False
Chicken,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
Your biggest challenge is going to be yourself. Thank you Heidi. Congratulation,happiness,happiness,caring,neutral,mild,mild,True,False,True,False
Dorothy,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
To,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Smile,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
"Congratulations, you're still in the running towards becoming Asia's Next Top Model, Jenica",happiness,happiness,approval,neutral,moderate,mild,True,False,False,False
Who's that I like that sass congratulations,happiness,happiness,amusement,neutral,mild,mild,True,False,True,False
Cindy I need a little bit more emotion from you. Thank you so much,sadness,happiness,disappointment,neutral,mild,mild,False,False,True,False
Alicia,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Alicia I look at you and I see strength confidence and fears. You need to soften that find that balance,happiness,happiness,admiration,neutral,moderate,mild,True,False,False,False
Layla,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
You had a tough time this week,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
I just want to apologize for not being professional and the emotion is really overwhelming for me,fear,happiness,embarrassment,neutral,strong,mild,False,False,False,False
But you're still here,happiness,fear,relief,neutral,mild,mild,False,False,True,False
And you're gonna fight because girl you're still in the running towards becoming Asia's Next Top Model,happiness,happiness,optimism,neutral,moderate,mild,True,False,False,False
Must immediately return to the house,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
Pack your bags and leave,sadness,fear,sadness,neutral,moderate,mild,False,False,False,False
Angelica,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
It was a struggle to get a good photo out of you and the best photo that we did was still not on,sadness,happiness,disappointment,neutral,moderate,mild,False,False,False,False
Par with what we're looking for at this point,disgust,fear,disapproval,neutral,mild,mild,False,False,True,False
So who stays and who's gonna be going home?,happiness,fear,curiosity,neutral,moderate,mild,False,False,False,False
It's time to find out,happiness,fear,curiosity,neutral,moderate,mild,False,False,False,False
Oh,surprise,neutral,surprise,neutral,mild,mild,False,False,True,False
I'm really disappointed myself because I wanted to do this for my mom. I,sadness,happiness,disappointment,neutral,strong,mild,False,False,False,False
Really wanted to be the first Filipina to win this,happiness,happiness,desire,neutral,strong,mild,True,False,False,False
Maybe I stayed in my comfort zone too much because I was thinking that it's just the beginning of the competition,surprise,happiness,realization,neutral,mild,mild,False,False,True,False
Maybe I should have like just shown it at first. My life motto is never give up,happiness,happiness,optimism,neutral,moderate,mild,True,False,False,False
"So even though I'm the first girl to get eliminated, I",sadness,happiness,disappointment,neutral,moderate,mild,False,False,False,False
Won't give up. I'll stand up after this,happiness,fear,optimism,neutral,strong,mild,False,False,False,False
Next time on Asia's Next Top Model,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
"Yes, we're gossiping. She's beautiful, but she's fake. It cost zero dollar to be real",disgust,happiness,disapproval,neutral,moderate,mild,False,False,False,False
