Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"00:17:34,000","00:17:35,000",نعم,نعم,Yes,neutral,neutral
"00:17:35,000","00:17:38,000",بس بدعمل مع امها وكأنها فادت بنتها,بس بدعمل مع امها وكأنها فادت بنتها,But I work with her mother as if she had benefited her daughter,caring,mild
"00:17:38,000","00:17:39,000",نعم,نعم,Yes,neutral,neutral
"00:17:39,000","00:17:41,000",اه بتتعامل مع امها,اه بتتعامل مع امها,"Uh, she deals with her mother",neutral,neutral
"00:17:41,000","00:17:43,000",حتى انها ما بتعرفش,حتى انها ما بتعرفش,She even does not know,confusion,mild
"00:17:43,000","00:17:46,000",بتشكرتك بالرسالة هي انك عم تتعامل مع امها,بتشكرتك بالرسالة هي انك عم تتعامل مع امها,Thank you for the message is that you are dealing with her mother,gratitude,mild
"00:17:46,000","00:17:48,000",وبتاخدي بالك منها,وبتاخدي بالك منها,وبتاخدي بالك منها,caring,mild
"00:17:48,000","00:17:50,000",وبتجيبي لها الانسلين,وبتجيبي لها الانسلين,And to answer her for the two years,neutral,neutral
"00:17:50,000","00:17:51,000",يا مشيرة,يا مشيرة,Oh Mushir,neutral,neutral
"00:17:51,000","00:17:52,000",نعم,نعم,Yes,neutral,neutral
"00:17:52,000","00:17:54,000",لازم تحكي انتي مش انا بدي احكي,لازم تحكي انتي مش انا بدي احكي,"You have to tell you, I do not want to tell",nervousness,moderate
"00:17:55,000","00:17:58,000",انا عارفة البها كبير وحنينة يعني,انا عارفة البها كبير وحنينة يعني,"I know a big and bitter bha, I mean",sadness,moderate
"00:17:58,000","00:18:00,000",ايه بس بدك تحكي اكتر من هيك,ايه بس بدك تحكي اكتر من هيك,"Eh, but you want to tell more than heck",curiosity,mild
"00:18:00,000","00:18:02,000",منعرف انه قلبك كبير وحنينة,منعرف انه قلبك كبير وحنينة,We know that your heart is great and bitter,sadness,moderate
"00:18:02,000","00:18:06,000",بس انتي جيتي لحتى تطلبي منها السماح,بس انتي جيتي لحتى تطلبي منها السماح,But you came to ask her to allow,remorse,moderate
"00:18:06,000","00:18:09,000",يعني ما فيني انا ظل احكيها,يعني ما فيني انا ظل احكيها,"I mean, what I have been telling it",confusion,mild
"00:18:09,000","00:18:12,000",مش انا صاحب العلاقة,مش انا صاحب العلاقة,I am not the concerned person,neutral,neutral
"00:18:12,000","00:18:17,000",انا عارفة وانا جيت مش عشان اصالحها قدام شخصية او اثنين او ثلاثة لا,انا عارفة وانا جيت مش عشان اصالحها قدام شخصية او اثنين او ثلاثة لا,"I know, and I came to not reconcile it in front of a person, two, or three, no",optimism,moderate
"00:18:17,000","00:18:20,000",انا جيت اصالحها قدام الناس كلها تعرف ده,انا جيت اصالحها قدام الناس كلها تعرف ده,I came to reconcile it in front of all people know this,optimism,intense
"00:18:20,000","00:18:23,000",وتعرف انها ظلمتها وجرحتها,وتعرف انها ظلمتها وجرحتها,And she knows that she was wronged and wounded,sadness,intense
"00:18:23,000","00:18:24,000",بس انا عارفة قلبها,بس انا عارفة قلبها,But I know her heart,caring,mild
"00:18:24,000","00:18:26,000",بس ياريت تحكيها مباشرة,بس ياريت تحكيها مباشرة,But I wish you would tell her directly,desire,moderate
"00:18:26,000","00:18:28,000",مش الي انا احكيها اليها,مش الي انا احكيها اليها,I don’t tell her to her,nervousness,moderate
"00:18:28,000","00:18:30,000",الي يا مشاعر انا كذا,الي يا مشاعر انا كذا,"To me, my feelings, I am such",confusion,mild
"00:18:30,000","00:18:31,000",فضلي,فضلي,Fazli,neutral,neutral
"00:18:32,000","00:18:35,000",بطلب منك السماح,بطلب منك السماح,I ask you to allow,remorse,moderate
"00:18:35,000","00:18:37,000",وتسامحني على الحصل,وتسامحني على الحصل,Tolerate me to get,remorse,moderate
"00:18:37,000","00:18:39,000",وانا عارفة انك حنينة وقلبك كبير,وانا عارفة انك حنينة وقلبك كبير,And I know that you are humiliating and your heart is great,admiration,moderate
"00:18:51,000","00:18:53,000",تعرفي مشاعر,تعرفي مشاعر,Know feelings,neutral,neutral
"00:18:55,000","00:18:57,000",يعني سمعناها هلا,يعني سمعناها هلا,"I mean, we heard it, Hala",neutral,neutral
"00:18:57,000","00:19:00,000",هي فاكرة هتفتني في موقف يعني ممكن هتكسر فيه,هي فاكرة هتفتني في موقف يعني ممكن هتكسر فيه,هي فاكرة هتفتني في موقف يعني ممكن هتكسر فيه,fear,moderate
"00:19:01,000","00:19:05,000",انا رفضت اصالحها قدام صحابي قدام اهلي ومجالس اهلية,انا رفضت اصالحها قدام صحابي قدام اهلي ومجالس اهلية,I refused to reconcile her in front of my companions in front of my family and civil councils,pride,intense
"00:19:05,000","00:19:07,000",عايزة اسامحها قدام العالم الغربي,عايزة اسامحها قدام العالم الغربي,I want to forgive it in front of the Western world,remorse,intense
"00:19:07,000","00:19:09,000",طب ما في ناس اعزة صح,طب ما في ناس اعزة صح,"Medicine, there are people, dear",neutral,neutral
"00:19:09,000","00:19:11,000",وناس اقربلي من الناس الي بره,وناس اقربلي من الناس الي بره,People are close to people to his righteousness,neutral,neutral
"00:19:11,000","00:19:15,000",ممكن انت تكون متخصصة معايا وانت اخويا معايا في البيت,ممكن انت تكون متخصصة معايا وانت اخويا معايا في البيت,Can you be specialized with me and you are my brother with me at home,caring,mild
"00:19:15,000","00:19:17,000",يجي اخويك كبير يصالحني,يجي اخويك كبير يصالحني,Your brother comes to me,neutral,neutral
"00:19:17,000","00:19:20,000",اقبل صلحي اخويك كبير لانه ما عزته في قلبي,اقبل صلحي اخويك كبير لانه ما عزته في قلبي,"Accept my brother's crucifixion, because I did not attribute it to my heart",grief,intense
"00:19:20,000","00:19:22,000",بس ما اقبلش صلحي ابن جاري,بس ما اقبلش صلحي ابن جاري,Just I He said Pahlah Ibn Jari,confusion,mild
"00:19:22,000","00:19:23,000",صح,صح,correct,neutral,neutral
"00:19:23,000","00:19:26,000",في ناس لعبولها بعقلها,في ناس لعبولها بعقلها,In people to give her her mind,neutral,neutral
"00:19:26,000","00:19:28,000",في ناس لعبولها بعقلها,في ناس لعبولها بعقلها,In people to give her her mind,neutral,neutral
"00:19:28,000","00:19:30,000",وصورولا ان انتي على علاق,وصورولا ان انتي على علاق,And it is a relationship that you are in a relationship,neutral,neutral
"00:19:30,000","00:19:32,000",عندنا مثل سوداني به خطي يقول,عندنا مثل سوداني به خطي يقول,We have a Sudanese example with a written saying,curiosity,mild
"00:19:32,000","00:19:34,000",اللي يبرد جداد يمشي الكوشة,اللي يبرد جداد يمشي الكوشة,اللي يبرد جداد يمشي الكوشة,neutral,neutral
"00:19:34,000","00:19:35,000",اللي,اللي,Who,curiosity,mild
"00:19:35,000","00:19:37,000",اللي يبرد من الديجاج,اللي يبرد من الديجاج,Whoever cools from the digge,neutral,neutral
"00:19:37,000","00:19:39,000",يعني اللي بتابع الدجج,يعني اللي بتابع الدجج,يعني اللي بتابع الدجج,neutral,neutral
"00:19:40,000","00:19:41,000",بيروح الكوشة,بيروح الكوشة,بيروح الكوشة,neutral,neutral
"00:19:41,000","00:19:42,000",ما woods,ما woods,We Woods,neutral,neutral
"00:19:43,000","00:19:44,000",شو الكوشة يعني,شو الكوشة يعني,What is the kosha means,curiosity,mild
"00:19:46,000","00:19:47,000",الكوشة يعني الزبالة,الكوشة يعني الزبالة,Cochism means rubbish,neutral,neutral
"00:19:47,000","00:19:48,000",زبالة,زبالة,garbage,disgust,mild
"00:19:48,000","00:19:50,000",اللي بتابع الدجاج,اللي بتابع الدجاج,اللي بتابع الدجاج,neutral,neutral
"00:19:51,000","00:19:54,000",يروح عن الزبالة,يروح عن الزبالة,It goes away from the rubbish,neutral,neutral
"00:19:54,000","00:19:55,000",جدا,جدا,very,neutral,neutral
"00:19:55,000","00:19:56,000",حلو المثال هذا,حلو المثال هذا,Sweet example this,approval,mild
"00:19:56,000","00:19:57,000",هي تعبت,هي تعبت,She is tired,neutral,mild
"00:19:57,000","00:19:58,000",كان فيه دجاج لاحقتنها,كان فيه دجاج لاحقتنها,كان فيه دجاج لاحقتنها,neutral,neutral
"00:19:58,000","00:20:00,000",ايه بقى هي والديجاج وخالكو,ايه بقى هي والديجاج وخالكو,"What remained, and she remains",neutral,neutral
"00:20:00,000","00:20:02,000",بريت خليها بالزبالة طيب؟,بريت خليها بالزبالة طيب؟,"Brett, leave it with a good?",confusion,mild
"00:20:03,000","00:20:06,000",مين؟ هي قالت لك أنت أعقل منها,مين؟ هي قالت لك أنت أعقل منها,"who? She said to you, you are more just than her",confusion,mild
"00:20:07,000","00:20:09,000",لكل شي حدود في الدنيا,لكل شي حدود في الدنيا,Everything has limits in the world,realization,mild
"00:20:09,000","00:20:10,000",صحيح؟ صح,صحيح؟ صح,correct? correct,neutral,neutral
"00:20:10,000","00:20:12,000",أنا لها قلبي طيب قوي,أنا لها قلبي طيب قوي,"I have a strong, good heart",pride,moderate
"00:20:12,000","00:20:13,000",بس بدي أقلك شي,بس بدي أقلك شي,But I want to tell you something,neutral,neutral
"00:20:13,000","00:20:15,000",أنا عملت معاها حاجات حلوة كتير,أنا عملت معاها حاجات حلوة كتير,أنا عملت معاها حاجات حلوة كتير,pride,mild
"00:20:15,000","00:20:17,000",يعني لو هي في مكاني,يعني لو هي في مكاني,"I mean, if it is in my place",neutral,neutral
"00:20:17,000","00:20:19,000",وهي كمان عملت معايا حاجات طيبة,وهي كمان عملت معايا حاجات طيبة,وهي كمان عملت معايا حاجات طيبة,gratitude,mild
"00:20:19,000","00:20:20,000",قبلي كده,قبلي كده,Before that,neutral,neutral
"00:20:20,000","00:20:22,000",بس لو حد جو قال لي,بس لو حد جو قال لي,But if someone said he said to me,neutral,neutral
"00:20:22,000","00:20:24,000",يا مشيرة عملت كده,يا مشيرة عملت كده,يا مشيرة عملت كده,neutral,neutral
"00:20:24,000","00:20:25,000",أو قالت كده,أو قالت كده,Or she said that,neutral,neutral
"00:20:25,000","00:20:26,000",أو مصاحبة جوزك,أو مصاحبة جوزك,Or accompany your nuts,confusion,mild
"00:20:26,000","00:20:27,000",حتى لو قالولي شفناه,حتى لو قالولي شفناه,Even if they told me we saw it,neutral,neutral
"00:20:27,000","00:20:29,000",هي معاه في حتة وحدة,هي معاه في حتة وحدة,She is with him in a unit,neutral,neutral
"00:20:29,000","00:20:31,000",يعني ده أسوأ الفروض,يعني ده أسوأ الفروض,This means the worst assumption,fear,moderate
"00:20:31,000","00:20:33,000",ما كنتش حصدها,ما كنتش حصدها,You didn't reap it,disappointment,mild
"00:20:33,000","00:20:35,000",قلبي كان شوية ما إحنا بنقدمي,قلبي كان شوية ما إحنا بنقدمي,"My heart was a little, we did not come",sadness,mild
"00:20:35,000","00:20:37,000",قلبي كان شوية حيرفة كده,قلبي كان شوية حيرفة كده,My heart was a little bit like that,sadness,mild
"00:20:37,000","00:20:39,000",بس كنت حجيبها وأقعدها وأجيب,بس كنت حجيبها وأقعدها وأجيب,"But I was her pilgrims, I kept her and answered",caring,moderate
"00:20:39,000","00:20:41,000",أكفل عليها الباب وأسألها,أكفل عليها الباب وأسألها,I guarantee the door and ask her,caring,mild
"00:20:41,000","00:20:43,000",حصل يعني سمحت كده,حصل يعني سمحت كده,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,annoyance,mild
"00:20:43,000","00:20:45,000",أثبتيني إنه الكلام ده وقت مش صافي,أثبتيني إنه الكلام ده وقت مش صافي,أثبتيني إنه الكلام ده وقت مش صافي,confusion,mild
"00:20:45,000","00:20:47,000",ما هي مش زكية قدك,ما هي مش زكية قدك,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,annoyance,mild
"00:20:47,000","00:20:48,000",لا,لا,no,neutral,neutral
"00:20:48,000","00:20:49,000",معناها كده بدي أقلك شي,معناها كده بدي أقلك شي,Its meaning I want to tell you something,neutral,neutral
"00:20:49,000","00:20:50,000",معناها هي مش جاديرة إنها تبقى صاحبة,معناها هي مش جاديرة إنها تبقى صاحبة,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,annoyance,moderate
"00:20:50,000","00:20:51,000",أنا بدي أقلك شي,أنا بدي أقلك شي,I want to tell you something,curiosity,mild
"00:20:51,000","00:20:53,000",ما هي واضح أنها طيبة,ما هي واضح أنها طيبة,What is clear that it is good,realization,mild
"00:20:53,000","00:20:55,000",بس مش عارفة تعبر,بس مش عارفة تعبر,بس مش عارفة تعبر,confusion,moderate
"00:20:55,000","00:20:58,000",هي طيبة بس مش عارفة تعبر,هي طيبة بس مش عارفة تعبر,"She is good, but she does not know",confusion,mild
"00:20:58,000","00:21:01,000",وهي يعني شايفتك إنك أنتي أزكى منها,وهي يعني شايفتك إنك أنتي أزكى منها,It means I saw you that you are more than it,admiration,mild
"00:21:01,000","00:21:03,000",وقالت برسالة أنتي أعقل منها,وقالت برسالة أنتي أعقل منها,She said with a lesser message than her,disappointment,mild
"00:21:03,000","00:21:04,000",بقى واضح,بقى واضح,بقى واضح,realization,mild
"00:21:04,000","00:21:06,000",بقى أنا مش حينفع تبقى صاحبتي,بقى أنا مش حينفع تبقى صاحبتي,"I stayed, I did not come to keep my friend",sadness,moderate
"00:21:06,000","00:21:07,000",خلاص,خلاص,enough,annoyance,mild
"00:21:07,000","00:21:09,000",والعائل لازم يشوف حد عائل زيه,والعائل لازم يشوف حد عائل زيه,And the family must see the limit of the uniform,disapproval,mild
"00:21:09,000","00:21:11,000",عشان المركب يمشي,عشان المركب يمشي,عشان المركب يمشي,neutral,neutral
"00:21:11,000","00:21:13,000",بس أشوف حد مش زيه حيوجع قلبي,بس أشوف حد مش زيه حيوجع قلبي,But I see someone not like my heart,disappointment,moderate
"00:21:13,000","00:21:15,000",وكفاية وجع قلبي من أولها كده خلاص,وكفاية وجع قلبي من أولها كده خلاص,وكفاية وجع قلبي من أولها كده خلاص,sadness,intense
"00:21:15,000","00:21:18,000",أيه ما بدك تجي أتوجي قلبيك عن جديد,أيه ما بدك تجي أتوجي قلبيك عن جديد,What do you want to come to your heart?,curiosity,mild
"00:21:18,000","00:21:21,000",أنا سيبت عبودنا عشان ما أوجع قلبي,أنا سيبت عبودنا عشان ما أوجع قلبي,"I will come to our servants, so I did not pain my heart",caring,mild
"00:21:21,000","00:21:24,000",أي حاجة توجعلي قلبي أنا حب عيدي,أي حاجة توجعلي قلبي أنا حب عيدي,"Any need to make my heart, I am my love",love,mild
"00:21:28,000","00:21:53,000",موسيقى,موسيقى,music,neutral,neutral
"00:21:53,000","00:21:55,000",بسألها بتحكي,بسألها بتحكي,I ask her to talk,curiosity,mild
"00:21:55,000","00:21:57,000",شكلها أنه كمان ما بت,شكلها أنه كمان ما بت,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,annoyance,moderate
"00:21:57,000","00:22:00,000",يا مشيرة,يا مشيرة,Oh Mushir,neutral,neutral
"00:22:00,000","00:22:01,000",حتقول ايه يا مستاني,حتقول ايه يا مستاني,"What do you say, Mustani?",curiosity,mild
"00:22:01,000","00:22:02,000",حتقول ايه يا مشيرة,حتقول ايه يا مشيرة,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,annoyance,moderate
"00:22:02,000","00:22:03,000",ما عندهاش حاجة تقول,ما عندهاش حاجة تقول,There is no need to say,disapproval,mild
"00:22:03,000","00:22:04,000",حتقول أسفة,حتقول أسفة,"Sorry, you say",remorse,mild
"00:22:04,000","00:22:06,000",مش حداوي جراح,مش حداوي جراح,It is not a surgeon,confusion,mild
"00:22:06,000","00:22:07,000",حتقول ايه,حتقول ايه,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,annoyance,moderate
"00:22:07,000","00:22:08,000",تب شو أنتي بدك منها,تب شو أنتي بدك منها,What do you want to do?,curiosity,mild
"00:22:08,000","00:22:09,000",ولا شي,ولا شي,nothing,neutral,neutral
"00:22:09,000","00:22:11,000",تبعد عن حياتي زي ما أنا بعيدة منها,تبعد عن حياتي زي ما أنا بعيدة منها,It is away from my life as I am far from it,sadness,moderate
"00:22:11,000","00:22:12,000",خلاص,خلاص,enough,annoyance,mild
"00:22:12,000","00:22:14,000",انتي قفلتي الباب,انتي قفلتي الباب,You closed the door,disapproval,mild
"00:22:14,000","00:22:15,000",والشباك,والشباك,And nets,neutral,neutral
"00:22:15,000","00:22:17,000",ورميتي المفتاح على البحر,ورميتي المفتاح على البحر,And throw the key on the sea,neutral,neutral
"00:22:17,000","00:22:19,000",ورميتي المفتاح بالنيل,ورميتي المفتاح بالنيل,And throw the key to the Nile,neutral,neutral
"00:22:19,000","00:22:20,000",بالنيل الأبيض ولا الأزرق,بالنيل الأبيض ولا الأزرق,With white or blue Nile,neutral,neutral
"00:22:20,000","00:22:22,000",لا بالبحر الأحمر,لا بالبحر الأحمر,Not in the Red Sea,neutral,neutral
"00:22:22,000","00:22:23,000",بالبحر الأحمر عندكم,بالبحر الأحمر عندكم,In the Red Sea you have,neutral,neutral
"00:22:24,000","00:22:25,000",بالبور سودان,بالبور سودان,Baloor Sudan,neutral,neutral
"00:22:25,000","00:22:27,000",يا مشيرة,يا مشيرة,Oh Mushir,neutral,neutral
"00:22:27,000","00:22:29,000",احكيلي كلمتين لأنه,احكيلي كلمتين لأنه,Show me two words because it is,curiosity,mild
"00:22:29,000","00:22:31,000",بشكلها,بشكلها,In its form,neutral,neutral
"00:22:31,000","00:22:32,000",بعدها,بعدها,After that,neutral,neutral
"00:22:32,000","00:22:33,000",بعدها,بعدها,After that,neutral,neutral
"00:22:33,000","00:22:35,000",أخذ على خطرها وصعباني عليها,أخذ على خطرها وصعباني عليها,It took its danger and is difficult for me,fear,moderate
"00:22:35,000","00:22:37,000",وشكلها مش راح تسامحك,وشكلها مش راح تسامحك,وشكلها مش راح تسامحك,disappointment,moderate
"00:22:37,000","00:22:39,000",لا أنا بطلب منها أنها,لا أنا بطلب منها أنها,"No, I ask her that she",curiosity,mild
"00:22:39,000","00:22:41,000",تسامحني يعني مش عشان,تسامحني يعني مش عشان,تسامحني يعني مش عشان,remorse,mild
"00:22:41,000","00:22:43,000",بغض النظر عن,بغض النظر عن,regardless of,neutral,neutral
"00:22:43,000","00:22:45,000",الحاجات اللي حصلت بينتنا,الحاجات اللي حصلت بينتنا,الحاجات اللي حصلت بينتنا,remorse,moderate
"00:22:45,000","00:22:47,000",كإنسانة عادية غلطت في حقها,كإنسانة عادية غلطت في حقها,"As an ordinary person, she was mistaken for her right",confusion,mild
"00:22:47,000","00:22:49,000",وطلبت منها السماح يعني,وطلبت منها السماح يعني,"And I asked her to allow it, I mean",neutral,neutral
"00:22:49,000","00:22:51,000",وأنا عرفت روحي أني غلطانة,وأنا عرفت روحي أني غلطانة,And I knew my soul that I am wrong,realization,moderate
"00:22:51,000","00:22:53,000",ومستعدة أبص راسها,ومستعدة أبص راسها,And ready to see her head,curiosity,mild
"00:22:53,000","00:22:55,000",بس هو الموضوع كان عادي يعني,بس هو الموضوع كان عادي يعني,بس هو الموضوع كان عادي يعني,neutral,neutral
"00:22:55,000","00:22:56,000",مثلا؟,مثلا؟,For example?,curiosity,mild
"00:22:56,000","00:22:57,000",هو فعلا مش كان عادي,هو فعلا مش كان عادي,هو فعلا مش كان عادي,realization,moderate
"00:22:57,000","00:22:58,000",طيب,طيب,good,approval,mild
"00:22:58,000","00:23:00,000",يبقى كيف عايز الصالحيني عادي؟,يبقى كيف عايز الصالحيني عادي؟,How do you want the righteous normal?,confusion,moderate
"00:23:00,000","00:23:02,000",أو كيف أنت إنسانة عادية مثلا؟,أو كيف أنت إنسانة عادية مثلا؟,"Or how are you an ordinary person, for example?",curiosity,mild
"00:23:02,000","00:23:03,000",ما خلاص,ما خلاص,What is salvation,curiosity,mild
"00:23:03,000","00:23:04,000",كونه أنه أنا,كونه أنه أنا,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,annoyance,moderate
"00:23:04,000","00:23:06,000",احترفت بغلطي وجيتك,احترفت بغلطي وجيتك,I professed my mistake,remorse,moderate
"00:23:06,000","00:23:08,000",واحتزرت عليك دي كفاية برا,واحتزرت عليك دي كفاية برا,And I was checked on you,caring,mild
"00:23:08,000","00:23:10,000",بالدنيا صح أنا جرحتك لكن,بالدنيا صح أنا جرحتك لكن,"In the world, I am your wound, however",sadness,moderate
"00:23:10,000","00:23:12,000",بالدنيا لما تبقى في وقتها يا سيدي,بالدنيا لما تبقى في وقتها يا سيدي,"In the world, what remains in its time, sir",neutral,neutral
"00:23:12,000","00:23:13,000",ما عليك صح,ما عليك صح,You don't have to,neutral,neutral
"00:23:13,000","00:23:15,000",في وقتها أنت أنا جيتلك وأنت قلت لا,في وقتها أنت أنا جيتلك وأنت قلت لا,"At that time, I am Jetlk and you said no",disappointment,moderate
"00:23:18,000","00:23:20,000",في وقتها أنا جيتلك وأنت قلت لا,في وقتها أنا جيتلك وأنت قلت لا,"At that time, I am Gatek and you said no",disappointment,moderate
"00:23:21,000","00:23:22,000",قلت لا بعد إيه؟,قلت لا بعد إيه؟,I said no yet?,confusion,mild
"00:23:22,000","00:23:24,000",بعد ما اتصلت فيك وقفلت الخط علي,بعد ما اتصلت فيك وقفلت الخط علي,After I called you and locked the line on me,annoyance,moderate
"00:23:24,000","00:23:26,000",واتصلت عليك المرة التالية,واتصلت عليك المرة التالية,I called you the next time,neutral,neutral
"00:23:26,000","00:23:27,000",بعد كده لا,بعد كده لا,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,annoyance,moderate
"00:23:29,000","00:23:31,000",الشيطان يقعد معاك أسبوع؟,الشيطان يقعد معاك أسبوع؟,Satan sit with you a week?,disapproval,moderate
"00:23:31,000","00:23:33,000",يبقى أنت زيف,يبقى أنت زيف,You remain false,disapproval,moderate
"00:23:33,000","00:23:35,000",أنت أخت الشيطان معنا,أنت أخت الشيطان معنا,You are the sister of Satan with us,disgust,intense
"00:23:35,000","00:23:38,000",إذا الشيطان حيقعد معاك أسبوع أنت زيف,إذا الشيطان حيقعد معاك أسبوع أنت زيف,"If Satan will sit with you a week, you are false",disapproval,moderate
"00:23:41,000","00:23:42,000",لا مش ممكن,لا مش ممكن,لا مش ممكن,,
"00:23:42,000","00:23:44,000",أنا ممكن الشيطان يلعب بعقلك في لحظة,أنا ممكن الشيطان يلعب بعقلك في لحظة,I can Satan play your mind in a moment,fear,moderate
"00:23:44,000","00:23:45,000",ما أنا إنسان برضك,ما أنا إنسان برضك,I am not a person with your consent,confusion,moderate
"00:23:45,000","00:23:46,000",وبغلط,وبغلط,The,neutral,neutral
"00:23:46,000","00:23:47,000",بيلعب بعقلك في لحظة,بيلعب بعقلك في لحظة,He plays your mind in a moment,fear,moderate
"00:23:47,000","00:23:49,000",وأهيج وأفور الدنيا وأكسر العالم,وأهيج وأفور الدنيا وأكسر العالم,And the irritation and fools of the world and break the world,anger,intense
"00:23:49,000","00:23:51,000",بس أرجع بعد ساعتين أو ثلاثة,بس أرجع بعد ساعتين أو ثلاثة,Just return after two or three hours,neutral,neutral
"00:23:51,000","00:23:53,000",أهدى كده أشرب لك بيض عصير,أهدى كده أشرب لك بيض عصير,"I dedicate this to you, I drink juice eggs for you",caring,mild
"00:23:53,000","00:23:55,000",الشيطان حيروح أقوله أعوذ بالله من الشيطان الرجيم,الشيطان حيروح أقوله أعوذ بالله من الشيطان الرجيم,Satan will go to say I seek refuge in God from the accursed Satan,fear,mild
"00:23:55,000","00:23:57,000",نحنا مشكلنا زي بعض,نحنا مشكلنا زي بعض,We are our problem as some,realization,mild
"00:23:57,000","00:23:59,000",لا ما أي إنسان مفروض يعرف,لا ما أي إنسان مفروض يعرف,"No, what a person is supposed to know",confusion,mild
"00:23:59,000","00:24:01,000",إنه الشيطان لعب بعقله ويستغيز بالله,إنه الشيطان لعب بعقله ويستغيز بالله,He is the devil played with his mind and seeks to God,fear,moderate
"00:24:01,000","00:24:03,000",ما هو بتاع الدجاج هالتينا الدجاج,ما هو بتاع الدجاج هالتينا الدجاج,What is the chicken chicken chicken,confusion,mild
"00:24:03,000","00:24:05,000",هني لعبولها بعقل,هني لعبولها بعقل,"Hani, I have her mind",neutral,neutral
"00:24:05,000","00:24:06,000",خيب مافيش مشكلة,خيب مافيش مشكلة,Disappointed,disappointment,moderate
"00:24:06,000","00:24:07,000",بتاع الدجاج,بتاع الدجاج,Chicken,neutral,neutral
"00:24:07,000","00:24:09,000",بس إنت لو كنت مضرحة كنت حسامحها؟,بس إنت لو كنت مضرحة كنت حسامحها؟,"But if you were a matured, you would forgive her?",curiosity,mild
"00:24:09,000","00:24:11,000",بعد خمس سنين؟,بعد خمس سنين؟,Five years later?,curiosity,mild
"00:24:11,000","00:24:12,000",بقصة من هالنوع؟,بقصة من هالنوع؟,With a story?,curiosity,mild
"00:24:12,000","00:24:13,000",إيه بسامحها,إيه بسامحها,What is it?,curiosity,mild
"00:24:13,000","00:24:14,000",والله؟,والله؟,God?,surprise,mild
"00:24:14,000","00:24:16,000",طيب لو قلت لك وحيت ابني خالد,طيب لو قلت لك وحيت ابني خالد,"Ok, if I told you, and my son Khaled revived",curiosity,mild
"00:24:16,000","00:24:18,000",بعد خمس سنين؟,بعد خمس سنين؟,Five years later?,curiosity,mild
"00:24:18,000","00:24:20,000",سيبي خالد في حالك,سيبي خالد في حالك,Sibi Khaled is in your condition,neutral,neutral
"00:24:20,000","00:24:22,000",سيبي خالد في حالك,سيبي خالد في حالك,Sibi Khaled is in your condition,neutral,neutral
"00:24:22,000","00:24:24,000",طيب إسمعي وكأنه هلأ في الشيطان عم بيلعب عليك,طيب إسمعي وكأنه هلأ في الشيطان عم بيلعب عليك,"Ok, listen as if he was in Satan, uncle playing on you",annoyance,moderate
"00:24:24,000","00:24:26,000",لما أنا حلفتك برهف,لما أنا حلفتك برهف,When I swore to you with a delicate,confusion,mild
"00:24:26,000","00:24:28,000",قلت لكي وغلاوة رهف عندك,قلت لكي وغلاوة رهف عندك,"I said to you, and I have a havo",confusion,mild
"00:24:28,000","00:24:30,000",أديني فرصة يا مشير عشان أنا أقدر أبرر لكي,أديني فرصة يا مشير عشان أنا أقدر أبرر لكي,"You make me an opportunity, Mushir, because I can justify you",desire,moderate
"00:24:30,000","00:24:32,000",عشان أنا أقدر أوضح لكي,عشان أنا أقدر أوضح لكي,Because I can make it clear to you,optimism,moderate
"00:24:32,000","00:24:34,000",سؤال تفاهم الحصر,سؤال تفاهم الحصر,Question of an inventory understanding,curiosity,mild
"00:24:34,000","00:24:36,000",إنت سمحت كلام ما في محله,إنت سمحت كلام ما في محله,You allowed the words of what is in its place,disapproval,moderate
"00:24:36,000","00:24:38,000",دجاج في الزبالة,دجاج في الزبالة,Chicken,neutral,neutral
"00:24:38,000","00:24:42,000",إيه ما أغيّمت بيتك زي ما أنا دايما أغيّم ولادي في أي لحظة,إيه ما أغيّمت بيتك زي ما أنا دايما أغيّم ولادي في أي لحظة,"Eh, what did you disappear your house, as I always changed my children at any moment",confusion,moderate
"00:24:42,000","00:24:44,000",معلومة هي سخة الغضب,معلومة هي سخة الغضب,Information is the dirt of anger,anger,moderate
"00:24:44,000","00:24:46,000",الواحد بيطلع منه أي تصرفات,الواحد بيطلع منه أي تصرفات,One of him comes from any behaviors,confusion,mild
"00:24:46,000","00:24:48,000",فإنت أكبر من كده وعال من كده,فإنت أكبر من كده وعال من كده,You are greater than that,admiration,mild
"00:24:48,000","00:24:50,000",مفروض إنتي عارفاني كويس,مفروض إنتي عارفاني كويس,You are supposed to know me good,disappointment,moderate
"00:24:50,000","00:24:52,000",كامل الدجاج عاليه في رأسها,كامل الدجاج عاليه في رأسها,The whole chicken is high in her head,confusion,mild
